1:Date;2:Time;3:Temperature_Comedor_Sensor;4:Temperature_Habitacion_Sensor;5:Weather_Temperature;6:CO2_Comedor_Sensor;7:CO2_Habitacion_Sensor;8:Humedad_Comedor_Sensor;9:Humedad_Habitacion_Sensor;10:Lighting_Comedor_Sensor;11:Lighting_Habitacion_Sensor;12:Precipitacion;13:Meteo_Exterior_Crepusculo;14:Meteo_Exterior_Viento;15:Meteo_Exterior_Sol_Oest;16:Meteo_Exterior_Sol_Est;17:Meteo_Exterior_Sol_Sud;18:Meteo_Exterior_Piranometro;19:Exterior_Entalpic_1;20:Exterior_Entalpic_2;21:Exterior_Entalpic_turbo;22:Temperature_Exterior_Sensor;23:Humedad_Exterior_Sensor;24:Day_Of_Week
18/04/2012;04:00;19.0873;18.7767;16;206251;203552;34024;32.6227;11866;15312;0;0.65;1866;0;0;0;-2808;0;0;0;16.5967;44.8533;3
18/04/2012;04:15;19.0467;18.7533;16;205771;203253;34.2987;32.7573;11.6053;15.3933;0;0.65;1.78467;0;0;0;-3.18533;0;0;0;16628;45.4293;3
18/04/2012;04:30;19.01;18.7127;16;205397;203.36;34464;32976;11768;15.2467;0;694;1.92;0;0;0;-2964;0;0;0;16.7;45648;3
18/04/2012;04:45;18.97;18672;16;205173;203.04;34604;33104;11.7033;15.7013;0;826;2106;0;0;0;-3.12;0;0;0;16.7573;46.2827;3
18/04/2012;05:00;18.9387;18652;16;206133;202891;34876;33.3093;11.7033;15.2307;0;5.00133;2404;0;0;0;-2.73;0;0;0;16784;46.6693;3
18/04/2012;05:15;18.9233;18.63;16;205963;202741;34.94;33.6707;11.6867;14.8893;0;98.3613;2364;0;0;0;-3042;0;0;0;16.87;47.2533;3
18/04/2012;05:30;18.8733;18.6133;16;205803;202859;35.3707;33.8853;11.6867;15.4907;0;465813;2.97133;0;0;0;-676;0;0;0;16918;47.8293;3
18/04/2012;05:45;18.8733;18.5867;16;205803;202485;35.2373;34.22;12.4507;22.0853;0;614.4;2.90933;0;150528;0;8186;0;0;0;17.0033;48.48;3
18/04/2012;06:00;18.8433;18.58;16;205344;202.4;35.3893;34.4147;21572;25.3093;0;614.4;3.33867;1326.08;2644.99;1512.45;23.0807;0;0;0;17054;48.3893;3
18/04/2012;06:15;18.8333;18.5867;16;205355;202112;35.4587;34.7573;21.4267;24512;0;614.72;2.88533;2609.15;8300.2;3318.78;43832;0;0;0;17126;48.6133;3
18/04/2012;06:30;18.8267;18.6;16;205195;202176;35.6453;35024;21328;25.7333;0;615403;2.66867;4400.81;12513.6;4917.25;71.8613;0;0;0;17.1873;48.44;3
18/04/2012;06:45;18.83;18.64;16;205557;202176;35916;35.2987;21652;24.9667;0;615488;2716;6250.5;10715.8;6745.09;107357;0;0;0;17.2507;48.8907;3
18/04/2012;07:00;18.8733;18652;16;205419;202581;36.2547;35.4733;21.4093;35036;0;616384;3.14933;8177.66;34353.8;11574.6;169648;0;0;0;17.4233;48.6213;3
18/04/2012;07:15;18.9073;18.7233;16;205664;202624;36.6547;35.7707;28.1307;69.1067;0;618432;2904;12942.7;73654.3;21934.8;314496;0;0;0;17.76;47824;3
18/04/2012;07:30;18.9873;18788;16.1333;204821;202635;36.2013;35376;36148;93.4107;0;619328;3.91133;14477.3;78525.8;27209.7;380.48;0;0;0;18216;47256;3
18/04/2012;07:45;19.0667;18.9287;17;205248;201568;35336;35.2187;37.5067;88.8133;0;619413;3.85333;13809.3;65085.4;30579.4;380853;0;0;0;18.6733;45.4533;3
18/04/2012;08:00;19.1613;19054;17.3333;205877;201632;35.66;34328;34.7547;74.3093;0;618.56;4.50933;11374.3;55615.5;32107.9;338304;0;0;0;19.0293;46.1173;3
18/04/2012;08:15;19328;19256;18;205568;202144;35.7;34.2507;64;140.56;0;620651;2.80667;17616.9;88899.6;53403.6;586859;0;0;0;19.4533;43.9947;3
18/04/2012;08:30;19.5053;19.4693;17.8;206411;202731;34.5787;33812;61.2227;115024;0;621376;2.70667;14778.7;70527;44464.1;532352;0;0;0;20.0453;42.8987;3
18/04/2012;08:45;19672;19678;17.2667;206656;202912;34.2493;33.5213;61.7247;111245;0;621888;2258;14821.7;73962.2;49682.4;538421;0;0;0;20.4813;41.0347;3
18/04/2012;09:00;19858;19.9013;18.0667;206315;203296;33.9707;33.2413;78.3413;141216;0;622187;1.64867;15630.3;86917.1;62414.8;662677;0;0;0;20.9947;38.6947;3
18/04/2012;09:15;20054;20.1553;19;206923;203189;33.4187;32.7413;75.2027;138496;0;622656;2.20867;15515.6;80270.7;63354.2;685291;0;0;0;21.64;34008;3
18/04/2012;09:30;20.2813;20408;19;207765;203232;33.0453;32.24;74.7813;132139;0;622741;1.58933;13981.7;70052.5;59210.4;662997;0;0;0;22.16;33.7453;3
18/04/2012;09:45;20.5173;20.6547;19;207723;202891;32916;32088;84.5307;142;0;622955;2.02333;14778.4;71614.5;67698.7;745301;0;0;0;22436;34712;3
18/04/2012;10:00;20.7507;20.9013;19;208213;203253;32712;31.8027;90.0853;139003;0;622912;2.37533;15538.9;61030.4;67412;765205;0;0;0;22768;33.8093;3
18/04/2012;10:15;20976;21.1653;19;208437;203147;32644;31656;84.2667;139051;0;622613;2868;14499.8;50259.3;63473;745.28;0;0;0;22.9973;33.36;3
18/04/2012;10:30;21236;21.4453;19;208597;203392;32.6413;31.3987;105621;144683;0;622784;2.72133;13473.8;46776.3;77359.8;892032;0;0;0;23.2707;32.3573;3
18/04/2012;10:45;21532;21.7413;19.7333;208448;203328;32.5333;31.0293;95.5547;142437;0;622955;2918;16110.9;34735.4;68810.1;872981;0;0;0;23676;31616;3
18/04/2012;11:00;21.8067;22.0187;20.5333;208885;203893;32452;30.8587;92776;138491;0;622699;1.81933;22502.7;31214.3;60827;840405;0;0;0;24052;31.4213;3
18/04/2012;11:15;22.0453;22.2747;21;209397;204192;32.5333;30712;71.5653;116656;0;622357;2.36;25202.7;28068.5;42136.9;625792;0;0;0;24.3147;30448;3
18/04/2012;11:30;22228;22.4387;21;208917;203573;32.48;30.5413;47008;84576;0;620437;2.65533;22697.3;24197.8;28119;439296;0;0;0;24.1587;28.3173;3
18/04/2012;11:45;22.3933;22572;21;208789;204971;32.4587;30408;39844;68.8187;0;619669;2.60733;19828.7;21361.3;23721.3;377035;0;0;0;23.9373;27.5707;3
18/04/2012;12:00;22.5173;22672;20.9333;209131;204309;32.7253;30116;31.3867;56.5627;0;619115;3272;18913.3;19100.3;20010.3;331904;0;0;0;23.7373;27.2387;3
18/04/2012;12:15;22.5813;22.7547;20.2667;210571;207616;31.8613;29.58;43.62;85.9627;0;618944;2628;22461.1;21111.5;23735.6;397248;0;0;0;23.5813;26.8213;3
18/04/2012;12:30;22.7893;22.8693;20;213259;210688;30288;28772;57.3947;100405;0;619541;3.60467;26563.9;23223;34502;533013;0;0;0;23.56;26688;3
18/04/2012;12:45;22.9827;23.0267;20;212779;210304;30.3733;28.7827;80.1653;111285;0;620565;3.59267;29825.7;19357.7;48484.4;691499;0;0;0;23.68;26268;3
18/04/2012;13:00;23.2027;23212;20;211659;209184;30212;28.6053;98.9973;130581;0;621376;3.66267;41178.5;18920.1;54972.4;861888;0;0;0;24.0653;26.6907;3
18/04/2012;13:15;23.3867;23.4013;20;211115;208213;30.2507;28588;79.2427;112597;0;621077;3.44467;38035.5;20945.6;41754.6;670571;0;0;0;24496;26.5;3
18/04/2012;13:30;23572;23.5573;20;209472;208.32;29.8187;28.4307;95712;116592;0;621547;4.04067;51590.5;21124.4;44754.3;795392;0;0;0;24728;26436;3
18/04/2012;13:45;23.7573;23.7333;20.9333;210133;207776;30.0973;28324;81264;112576;0;621163;3022;49804.6;19292.8;37187.6;681109;0;0;0;25.0973;27.0307;3
18/04/2012;14:00;23.9333;23884;21;209803;207.04;30124;28.4347;75.2427;103344;0;621.12;3.59933;61150.5;15452.2;36659.2;705579;0;0;0;25.3453;26.8453;3
18/04/2012;14:15;24112;24.0253;21;209365;206.4;29.5693;28.5507;92.4827;104491;0;621248;3.53067;82362.4;13508.6;37315.9;802197;0;0;0;25.6453;27172;3
18/04/2012;14:30;24.2813;24.16;21.7333;209035;206741;29.2373;28.4787;59032;71.7787;0;620565;3106;49754.1;12613.6;26808.3;511936;0;0;0;25916;25.4973;3
18/04/2012;14:45;24428;24272;22;208971;207008;28972;28.24;59.4747;87.0027;0;620.48;2.42267;56262.7;17072.1;29237.2;570325;0;0;0;25904;25424;3
18/04/2012;15:00;24.5627;24392;22;208789;206059;28.9733;28.1413;77.3227;84.9173;0;620864;3.77533;82990.4;16691.9;28992.9;707947;0;0;0;25.9653;26.2653;3
18/04/2012;15:15;24704;24.4693;22;208117;205771;28452;28.1453;63.4987;47.2453;0;620565;4.07733;93121.2;9654.95;20209;654741;0;0;0;26.1787;26.5747;3
18/04/2012;15:30;24.8067;24.54;22;208789;205547;28.9747;28.0907;51752;43936;0;619.84;4.53667;90630.8;8293.38;17888.6;608832;0;0;0;26.2267;25.2147;3
18/04/2012;15:45;24.9253;24.5933;22;208352;205611;28.5107;28.1907;40.7533;45336;0;619797;3.12;73258.3;8357.89;14957.2;487872;0;0;0;26.0093;24.3973;3
18/04/2012;16:00;24976;24.6307;22;208.32;205397;28.2693;27968;36702;50.3413;0;619.2;4.21533;56859.3;11997.9;17092.6;422571;0;0;0;25.7013;23.8587;3
18/04/2012;16:15;25032;24684;22;206891;205301;27.7787;27.7653;33.2373;51.2213;0;619456;3.93133;71057.4;13639;17322.7;467669;0;0;0;25456;24072;3
18/04/2012;16:30;25088;24.6867;22;206763;204672;28032;27.8227;20.7413;40508;0;619243;3.64667;75680.4;12427.6;14735.7;423819;0;0;0;25.2067;23776;3
18/04/2012;16:45;25084;24.6907;22;206368;204885;26.7573;27.6907;21.0673;28.2053;0;618859;2.75;59450.7;8924.16;12082.5;312907;0;0;0;24.94;23972;3
18/04/2012;17:00;25088;24692;21.5333;206475;204363;27324;27.38;20.9853;26724;0;618475;3366;50028.5;8536.75;10091.2;241685;0;0;0;24.6787;24052;3
18/04/2012;17:15;25036;24664;21;205781;204555;27.1493;27316;21444;24.1547;0;617.92;3.04867;27089.6;7182.34;8049.32;180805;0;0;0;24.4173;24.3293;3
18/04/2012;17:30;25.0013;24.6187;20.8667;205429;204885;26764;27.3373;20.9033;24.7733;0;617195;2.64133;9152.85;5354.5;5404.67;94.6427;0;0;0;24144;24.4413;3
18/04/2012;17:45;24.9493;24584;20;206069;205696;26.1733;27.6213;21.4733;24.5933;0;616768;1444;7734.27;4773.89;5383.17;81.7333;0;0;0;23.9213;24.5493;3
18/04/2012;18:00;24876;24.5107;20;205.92;205109;26404;27652;21.1487;24.0733;0;616.64;1.88133;4888.58;3318.78;3433.47;52.9293;0;0;0;23.6707;24.5693;3
18/04/2012;18:15;24.7987;24436;20;205771;204469;26.4547;27.6453;21.0833;24.7893;0;616213;1784;2422.78;1641.47;1670.14;24394;0;0;0;23.3613;24684;3
18/04/2012;18:30;24.7013;24364;20;205504;204139;26.1813;27508;11.6867;21.0947;0;616;0.848667;688128;301056;71.68;7.97667;0;0;0;23.0693;24924;3
18/04/2012;18:45;24632;24.28;20;205824;204128;26.4067;27.3467;11426;14.5813;0;404896;0.65;0;0;0;-2.05333;0;0;0;22.8013;25.2307;3
18/04/2012;19:00;24548;24192;19.8667;206219;204331;26.6547;27256;11.3113;14.8253;0;77.32;982;0;0;0;-3316;0;0;0;22.5213;25.6973;3
18/04/2012;19:15;24.4747;24112;19;205472;204.16;27.22;27.4987;11622;14.3707;0;5.52867;2.24667;0;0;0;-3.38133;0;0;0;22248;26.2573;3
18/04/2012;19:30;24392;24.0093;18.8667;205067;203893;26.7907;27508;11524;14.1107;0;826;1234;0;0;0;-3.18533;0;0;0;21976;26.6067;3
18/04/2012;19:45;24296;23912;18;205685;204725;27.1867;27588;11.5887;14988;0;0.65;1.61467;0;0;0;-3.25067;0;0;0;21.7427;27.06;3
18/04/2012;20:00;24.2053;23.8267;18;205024;204.64;27.3773;27704;11.4427;14.3707;0;694;1.55533;0;0;0;-3316;0;0;0;21532;27524;3
18/04/2012;20:15;24.1093;23728;17.4667;204693;203541;27.7987;27804;11426;14.4027;0;738;2.14933;0;0;0;-3.18533;0;0;0;21.3253;28.0747;3
18/04/2012;20:30;24.0093;23624;17.7333;205045;203349;28.2307;27.8467;11.6867;15.3933;0;694;3.53333;0;0;0;-3.25067;0;0;0;21.1467;28912;3
18/04/2012;20:45;23.9093;23536;18;204021;204747;28.4733;27.98;11.5407;14.4187;0;0.65;2.74333;0;0;0;-3.25067;0;0;0;20684;30.36;3
18/04/2012;21:00;23.82;23.4387;18;203232;203339;28.4733;28116;11.5073;15.1987;0;0.65;2.19333;0;0;0;-3.12;0;0;0;20.5;30.68;3
18/04/2012;21:15;23.6973;23.3573;18;203616;203296;29.0467;28.2453;11.67;14.6467;0;0.65;2.91267;0;0;0;-3.12;0;0;0;20484;31.1747;3
18/04/2012;21:30;23.5973;23.2573;17.6667;203.04;203072;29.3893;28404;11.5073;14484;0;0.65;2.53667;0;0;0;-3.25067;0;0;0;20378;32.0453;3
18/04/2012;21:45;23504;23152;17;203413;202528;29.5613;28.5693;11426;15.1827;0;0.65;3.22467;0;0;0;-3.12;0;0;0;20.1687;33356;3
18/04/2012;22:00;23.3907;23064;17;203477;202891;29896;28.7987;11.4427;14.3213;0;0.65;3.68867;0;0;0;-3.10733;0;0;0;19.7027;34.9533;3
18/04/2012;22:15;23308;22948;17;203083;203157;30.1253;29.0307;11.6053;14.5;0;0.65;3.62067;0;0;0;-3042;0;0;0;19.7033;34996;3
18/04/2012;22:30;23.2053;22.8587;17;202869;202453;30292;29.2627;11524;15.28;0;0.65;3412;0;0;0;-3.12;0;0;0;19.6227;35.3867;3
18/04/2012;22:45;23.1067;22.7613;16.6667;202475;202.24;30.4587;29.48;11524;14.5813;0;0.65;3.55333;0;0;0;-3.18533;0;0;0;19.5147;35.7413;3
18/04/2012;23:00;22988;22.6773;16;202507;202315;30.5707;29.6027;11.7033;14.9227;0;0.65;5.09733;0;0;0;-3.17267;0;0;0;19.3587;36.3333;3
18/04/2012;23:15;22.88;22.5667;16;202763;202037;30.7133;29.7467;11524;14468;0;0.65;4.53933;0;0;0;-2964;0;0;0;19.2247;36.6973;3
18/04/2012;23:30;22784;22.4613;16;202645;201.76;30.7733;29.9387;11622;14.6787;0;0.65;3.39133;0;0;0;-3042;0;0;0;19.0727;37.3387;3
18/04/2012;23:45;22.6573;22.3867;16;202091;201781;30.88;29.9947;11.6053;14.6467;0;0.65;4.32333;0;0;0;-3042;0;0;0;18.9707;37.8173;3
19/04/2012;00:00;22536;22.2853;16;202379;202283;30.9693;30.1907;11.7033;14.1427;0;0.65;3.84267;0;0;0;-2886;0;0;0;18.8867;38.12;3.06667
19/04/2012;00:15;22452;22.1773;16;202.24;201611;31.0587;30292;11426;14.9547;0;0.65;3.56133;0;0;0;-3.18533;0;0;0;18804;38.2453;4
19/04/2012;00:30;22.3333;22.0933;16;201877;202709;31.0333;30.4507;11.7033;15.3933;0;0.65;3.65067;0;0;0;-3.10733;0;0;0;18.73;38396;4
19/04/2012;00:45;22.2307;22.0013;15.8667;201536;201941;30.9667;30524;11.6053;15.3933;0;0.65;3.47533;0;0;0;-3.10733;0;0;0;18622;38.5493;4
19/04/2012;01:00;22124;21896;15;202496;200747;30.9787;30552;11.6867;14.9387;0;0.65;3052;0;0;0;-3.02933;0;0;0;18.5233;38.6573;4
19/04/2012;01:15;22.0307;21.8053;15;201739;201312;31.0573;30.6747;11524;14.5813;0;0.65;3.02067;0;0;0;-3042;0;0;0;18.4327;38.6627;4
19/04/2012;01:30;21.9427;21.7147;15;201845;201184;31124;30816;11.6053;14.9067;0;0.65;2654;0;0;0;-2886;0;0;0;18.3307;38.72;4
19/04/2012;01:45;21.8547;21.62;15;202133;201717;31.1147;30.7587;11.6867;15036;0;0.65;1.86733;0;0;0;-3.02933;0;0;0;18.1927;39048;4
19/04/2012;02:00;21.7547;21552;15;201579;201536;31.0853;30.7267;11.6867;14744;0;0.65;1.65733;0;0;0;-3.12;0;0;0;18108;38928;4
19/04/2012;02:15;21.6587;21.4493;15;200.96;201259;30.9973;30.5947;11524;15.1827;0;0.65;1.02333;0;0;0;-2964;0;0;0;18.0667;38.7747;4
19/04/2012;02:30;21572;21.3493;15;200939;201803;31.0973;30.9653;11.7847;15.2147;0;0.65;1904;0;0;0;-3.02933;0;0;0;17.9873;39.0667;4
19/04/2012;02:45;21488;21.2707;15;201515;201579;31.2227;31.0587;11524;14.3867;0;0.65;1.42533;0;0;0;-3042;0;0;0;17.8967;39.2787;4
19/04/2012;03:00;21.4213;21.1907;15;201685;201525;31.3227;31.0427;11.5073;15572;0;0.65;0.503333;0;0;0;-3.12;0;0;0;17.81;39528;4
19/04/2012;03:15;21.3373;21112;15.7333;201408;200875;31.1693;31.0267;11622;15.3773;0;0.65;1.15333;0;0;0;-3.12;0;0;0;17.7033;39.8733;4
19/04/2012;03:30;21244;21.0373;16;200757;200747;31.3213;31084;11.6867;15572;0;0.65;1482;0;0;0;-2886;0;0;0;17.5947;40.1933;4
19/04/2012;03:45;21148;20968;16;201685;201557;31.1053;31.1373;11768;14.9707;0;0.65;1.91933;0;0;0;-3042;0;0;0;17.53;39824;4
19/04/2012;04:00;21.0707;20.88;15.4667;201141;200917;31.2147;31.1653;11.4427;14.6787;0;0.65;1204;0;0;0;-3.12;0;0;0;17506;39.6733;4
19/04/2012;04:15;20996;20812;15;201045;200.8;31.2907;31.1973;11.6053;15.1333;0;0.65;0.935333;0;0;0;-2964;0;0;0;17.4613;39784;4
19/04/2012;04:30;20904;20.72;15;200437;201909;31.1973;31348;11.6053;15.1173;0;0.65;0.999333;0;0;0;-3.12;0;0;0;17.3667;39.9493;4
19/04/2012;04:45;20828;20652;15;201621;201.44;31.1907;31.4293;11524;15.1173;0;0.87;1.50067;0;0;0;-2964;0;0;0;17.31;40.3693;4
19/04/2012;05:00;20.7413;20.5747;15;201451;201707;31.1347;31.4747;11.7033;15036;0;6.84733;1.41467;0;0;0;-3042;0;0;0;17246;40472;4
19/04/2012;05:15;20688;20.4933;15;201003;200949;31172;31.5227;11.7033;15588;0;146309;1.51333;0;0;0;-2886;0;0;0;17.1847;40.6547;4
19/04/2012;05:30;20592;20.42;14.8667;201365;202133;31.1067;31664;11.5073;17.5587;0;606997;2.28667;0;587776;0;1014;0;0;0;17.1053;41;4
19/04/2012;05:45;20532;20348;14;202059;201557;31.3053;31.6853;19.7993;24.6747;0;613931;1.26267;623616;3963.9;1505.28;15.06;0;0;0;17.0267;41.0053;4
19/04/2012;06:00;20.4767;20.2867;14;202208;201419;31428;31.7333;21.1473;24692;0;615403;2.13333;7648.26;42840.7;7254.02;66652;0;0;0;16.9867;41.44;4
19/04/2012;06:15;20.4267;20.2467;14;201557;201461;31.2293;31.7573;21.0673;24.7733;0;616896;2.33333;11065;58608.3;10865.7;123301;0;0;0;17.0253;41.5293;4
19/04/2012;06:30;20.39;20208;14.3333;202144;201973;31216;31.9413;21.2287;28.1093;0;617536;2.54533;9223.85;48784.7;10857.1;149024;0;0;0;17176;41.1827;4
19/04/2012;06:45;20.3533;20192;15;201333;202229;31.2787;31928;20.9853;24676;0;616299;2.54733;4558.85;21805.1;7081.98;99.4347;0;0;0;17.3053;41.18;4
19/04/2012;07:00;20.3053;20.1367;15;201291;202528;31.1987;31.9813;21.1487;24692;0;616;2.43933;4752.38;17890;6673.41;91424;0;0;0;17326;42.3573;4
19/04/2012;07:15;20.2947;20.1267;15;202624;202709;31.5613;32.2093;27852;55.4947;0;616853;2334;10664.6;49848.3;17442.8;261163;0;0;0;17.3713;41616;4
19/04/2012;07:30;20.34;20.1847;15;202048;201.28;31.4987;31.8613;40656;90.9013;0;619541;2.21;15286.6;72435;29678.3;427424;0;0;0;17.7387;39.8947;4
19/04/2012;07:45;20.38;20.2533;15.5333;202283;201.28;31.4067;31448;33.86;67256;0;619499;2.54;11066;50511.9;25075;331264;0;0;0;18.1693;38992;4
19/04/2012;08:00;20.4487;20.3013;16;202443;201664;31.4213;32052;44.9587;96408;0;619456;2.95267;12396.9;64129.7;34582.5;438389;0;0;0;18.5067;38572;4
19/04/2012;08:15;20548;20.4307;16;203104;202368;31.3147;31.8987;51.6533;118576;0;621.12;2.73267;15300.6;89052.5;50214.2;562965;0;0;0;19.0413;37.7173;4
19/04/2012;08:30;20.66;20596;16;203.2;201717;31.1853;31.0053;68.8773;144261;0;621.76;2.63533;15093.1;89631.4;56511.1;616619;0;0;0;19.6347;36948;4
19/04/2012;08:45;20.8133;20.7813;16;203605;202379;31.1667;31.0827;81.7413;144443;0;621888;3386;15222.8;92367.5;60923.9;659605;0;0;0;20.1727;36.3427;4
19/04/2012;09:00;20.9867;20.9973;16.6667;203979;202667;31.0933;30956;66.4307;118344;0;622016;3.31133;14054.4;74156;52690.3;598779;0;0;0;20708;35.6147;4
19/04/2012;09:15;21.0947;21092;18;204661;202859;31.2067;30.9693;21.5547;24.8533;0;618133;2.96067;4458.5;13695.7;9411.58;145952;0;0;0;20.7107;35.6173;4
19/04/2012;09:30;21.1733;21.1453;18;204523;203125;31.4747;31.1467;57.1087;90764;0;618005;2138;10206.2;47497.9;39007.6;457147;0;0;0;20.44;35704;4
19/04/2012;09:45;21.3827;21.3493;18;205141;203093;31412;30.9547;97284;157157;0;621717;2466;14943.2;73207.8;66324.5;788928;0;0;0;20972;35.0053;4
19/04/2012;10:00;21.6013;21.6147;18.9333;204832;203392;31.1587;30696;105771;146971;0;622656;2.85467;13300.4;69335;71056;824533;0;0;0;21.8613;33.6773;4
19/04/2012;10:15;21.8387;21.8707;19.1333;205867;203552;31.0067;30.5773;111355;144501;0;622784;2.96;13658.8;58996.1;75912.5;868437;0;0;0;22.2893;33812;4
19/04/2012;10:30;22.0787;22.1667;20;206325;203755;30.9307;30.3747;108568;144261;0;622613;2828;11889.7;43985.6;72482.8;871211;0;0;0;22.6587;33152;4
19/04/2012;10:45;22.3;22408;20;205952;204107;30.9467;30.1587;111605;144421;0;622485;3.14667;12742;34796.9;74948.6;916224;0;0;0;22.9973;32.7573;4
19/04/2012;11:00;22.58;22.7093;20;206667;204309;30.86;29.9933;111163;144443;0;622827;3.35267;11236.7;28984.7;73367.6;951211;0;0;0;23416;32.24;4
19/04/2012;11:15;22852;23.0107;20;207627;205141;30.8053;29.8667;108293;144384;0;622571;2.84933;14032.2;22394.2;71322.3;974805;0;0;0;23.8453;31528;4
19/04/2012;11:30;23.1107;23.2787;19.8667;207115;205269;30.7307;29.7667;89.7867;120424;0;622443;2686;21256.9;21942.3;54763.5;843776;0;0;0;24.4627;30.1413;4
19/04/2012;11:45;23.3227;23488;19;208.16;205803;30.8173;29.8133;64.3213;95.6347;0;620821;3.14733;13201.4;15703;40919;591413;0;0;0;25.5747;27.6813;4
19/04/2012;12:00;23.5213;23.7173;19;207851;205771;30.8947;29.7827;110.96;144261;0;621973;3524;17795.1;17516.5;67990.9;1027.46;0;0;0;29.3933;22.2467;4
19/04/2012;12:15;23.7573;23.9827;19.5333;207701;205952;30.9413;29.7027;95.6773;121891;0;621973;3982;19320.8;17220.9;57212.9;915221;0;0;0;28.1293;23.7973;4
19/04/2012;12:30;23.9027;24.2013;20;207573;205941;31.0893;29.7467;84.1707;110493;0;621.76;4.19267;19155.6;11258.2;55872.2;886315;0;0;0;26.6373;25.9347;4
19/04/2012;12:45;24.0493;24.3787;20.7333;208267;209131;31.1547;29.4693;98.0253;115112;0;621845;3178;28743.7;11337;53174.3;892203;0;0;0;26.7107;25.9147;4
19/04/2012;13:00;24.3627;24592;21;210059;209024;30.9507;29548;81.6373;103933;0;621291;2.33667;32363.9;11209;43935.7;764213;0;0;0;26.7013;26.1427;4
19/04/2012;13:15;24.5613;24752;21;210315;209024;31.0347;29452;95316;106337;0;621675;3.95267;45481.6;10364.2;50642.9;890149;0;0;0;27.1947;25124;4
19/04/2012;13:30;24.7613;24.9013;21;210133;208427;30.9707;29.2893;64.5293;83608;0;621461;3028;41386.7;10865;35119.1;635765;0;0;0;27.4333;24.6693;4
19/04/2012;13:45;24864;25.0067;21;210197;207488;31044;29148;61128;74.6987;0;619.84;2.89933;42970.5;15230.3;31552.2;603936;0;0;0;26.7187;25.0573;4
