1:Date;2:Time;3:Temperature_Comedor_Sensor;4:Temperature_Habitacion_Sensor;5:Weather_Temperature;6:CO2_Comedor_Sensor;7:CO2_Habitacion_Sensor;8:Humedad_Comedor_Sensor;9:Humedad_Habitacion_Sensor;10:Lighting_Comedor_Sensor;11:Lighting_Habitacion_Sensor;12:Precipitacion;13:Meteo_Exterior_Crepusculo;14:Meteo_Exterior_Viento;15:Meteo_Exterior_Sol_Oest;16:Meteo_Exterior_Sol_Est;17:Meteo_Exterior_Sol_Sud;18:Meteo_Exterior_Piranometro;19:Exterior_Entalpic_1;20:Exterior_Entalpic_2;21:Exterior_Entalpic_turbo;22:Temperature_Exterior_Sensor;23:Humedad_Exterior_Sensor;24:Day_Of_Week
13/03/2012;15:00;21.4293;21.4253;19.6667;216256;219.68;41.1987;40956;36.2653;45.6747;0;619243;2432;90472.4;9963.52;60604.4;544533;0;0;0;22.1373;44.5467;2
13/03/2012;15:15;21488;21.8467;19;213173;219285;41.88;40.6347;34476;40.16;0;619157;1732;88391.7;9655.3;52794.7;503744;0;0;0;22.08;44.7813;2
13/03/2012;15:30;21524;22.1573;18.6667;211093;217589;43.2213;40.8413;31.1267;32248;0;618944;1.89133;89134.4;8651.78;44743.3;460523;0;0;0;21.9373;45.6773;2
13/03/2012;15:45;21584;22404;18.2;211157;215136;43.3653;40.8867;21442;23.44;0;618645;1.64267;88462.7;7906.3;36479;415744;0;0;0;21.7067;45.5173;2
13/03/2012;16:00;21612;22.7307;18;209419;214.24;42744;40.3867;20822;23.44;0;618.56;1.59067;85333.3;7433.22;28270.6;368917;0;0;0;21.4667;45.2373;2
13/03/2012;16:15;21664;22.9373;18;209408;213632;42216;39.9227;20.8233;23.44;0;618.56;1732;84587.9;7175.17;21476.7;320448;0;0;0;21.1773;45.0747;2
13/03/2012;16:30;21.6853;23.2;18;209547;215029;41976;39.6133;21.2633;22244;0;618517;1.59;78588.6;6831.1;16318.5;271723;0;0;0;20.9373;45072;2
13/03/2012;16:45;21788;23436;18;212715;217067;41.52;39084;20.4807;23.44;0;617.92;1.94733;74555.4;6515.71;12792.5;222443;0;0;0;20.7107;44128;2
13/03/2012;17:00;21832;23668;18.7333;212405;216661;41.3253;38.3013;20742;22784;0;617792;1564;65830.9;5899.26;10106.2;173835;0;0;0;20.4627;43.2747;2
13/03/2012;17:15;21808;23852;19;212064;216672;40.8667;37.7867;20.84;23.5853;0;617109;1544;40424.4;4243.46;6537.22;101244;0;0;0;20.2047;43.6107;2
13/03/2012;17:30;21768;24.0213;18.6667;211211;216299;40.9813;37712;20.9207;23.2253;0;615957;1.08867;3024.9;2229.25;2042.88;24.6653;0;0;0;19976;45.8293;2
13/03/2012;17:45;21.7133;24.1413;18;211051;216768;41.4107;37748;19.4407;23.2427;0;615.36;0.844667;2207.74;1576.96;1512.45;15.57;0;0;0;19756;47.0693;2
13/03/2012;18:00;21.66;24268;18;210763;217088;41992;37.8373;11.5887;21.4213;0;614592;1442;1017.86;222208;293888;5.00933;0;0;0;19.5273;49.5467;2
13/03/2012;18:15;21596;24.38;18;210571;215616;43.1973;38.2173;11.5073;13362;0;585984;0.969333;0;0;0;-2.93933;0;0;0;19.3013;52.2027;2
13/03/2012;18:30;21.5307;24.0707;17.8667;209.92;216107;43.8213;39356;11.5073;13.1027;0;150851;0.798667;0;0;0;-3904;0;0;0;19.0413;53.8053;2
13/03/2012;18:45;21.4493;23588;17;209792;215477;44.3893;40.1587;11.5073;13.6067;0;4.60667;228;0;0;0;-3708;0;0;0;18768;54928;2
13/03/2012;19:00;21.3747;23.2867;17;210059;214987;44.68;40752;11.4427;13.0213;0;782;324;0;0;0;-3.64267;0;0;0;18.4967;55752;2
13/03/2012;19:15;21276;23032;16.2667;210069;215115;44.64;41.2507;11426;13.5413;0;0.65;716;0;0;0;-3708;0;0;0;18.23;56.0213;2
13/03/2012;19:30;21.1987;22.7747;15.6667;209909;216;44.8213;41616;11.3113;12.7773;0;0.65;0.110667;0;0;0;-3904;0;0;0;18.0053;56584;2
13/03/2012;19:45;21.0933;22.5533;15.6;210656;214901;44.7493;42.0027;11.67;13.3787;0;0.65;0.661333;0;0;0;-3.57733;0;0;0;17.7807;57.5387;2
13/03/2012;20:00;21;22352;15;210667;214549;44.5867;42.4373;11524;13.0213;0;0.65;0.615333;0;0;0;-3.64267;0;0;0;17576;57.9147;2
13/03/2012;20:15;20.9053;22.1227;15;209877;213888;44.3227;42.6267;11.6053;13.0213;0;0.65;0.458667;0;0;0;-3.64267;0;0;0;17.3707;57.5893;2
13/03/2012;20:30;20816;21.9347;15;210315;213675;44.4693;42.7493;11.7847;13.2153;0;0.65;132;0;0;0;-3.64267;0;0;0;17.1607;57.1467;2
13/03/2012;20:45;20.72;21.7133;15;209429;214123;44.0507;42808;11.4427;13.2653;0;0.65;0.119333;0;0;0;-3512;0;0;0;16.9407;57.1653;2
13/03/2012;21:00;20628;21.5373;15;209216;214304;43.6827;42.8533;11.5887;12.5813;0;0.65;0;0;0;0;-3.38133;0;0;0;16.6853;57.1813;2
13/03/2012;21:15;20.5253;21348;14.6;210539;215275;43.8027;42856;11524;13.1827;0;0.65;0;0;0;0;-3.57733;0;0;0;16416;57.2453;2
13/03/2012;21:30;20.43;21148;14.0667;211.04;216832;43624;42.9227;11.5887;12.8587;0;694;0;0;0;0;-3.38133;0;0;0;16.22;57.3653;2
13/03/2012;21:45;20.3147;20.9813;12.9333;211317;217867;43136;42.9413;11524;12.8587;0;0.65;0;0;0;0;-3.44667;0;0;0;16.0547;57.5253;2
13/03/2012;22:00;20.2133;20.8107;12;212384;218891;43.2;43016;11.6053;12.94;0;0.65;0;0;0;0;-3512;0;0;0;15876;57712;2
13/03/2012;22:15;20114;20.66;12;213163;219.68;42.8533;43.0853;11524;13.1833;0;0.65;0;0;0;0;-3.44667;0;0;0;15.7213;57896;2
13/03/2012;22:30;20.0053;20.4753;11.6;213472;219744;42.7333;43.1307;11.7847;13.1027;0;0.65;0;0;0;0;-3.44667;0;0;0;15.5673;58.0133;2
13/03/2012;22:45;19.9007;20.3147;10.1333;214827;219627;42.6853;43.1813;11.6053;13184;0;0.65;0;0;0;0;-3.38133;0;0;0;15.4147;57928;2
13/03/2012;23:00;19.7953;20164;10.3333;214336;219797;42.1973;43.24;11524;12.94;0;0.65;0;0;0;0;-3512;0;0;0;15.26;58048;2
13/03/2012;23:15;19.6773;19.9967;11;215136;221461;41.9947;43.2427;11524;14.4027;0;0.65;0;0;0;0;-3.44667;0;0;0;15066;58.0107;2
13/03/2012;23:30;19.5727;19846;11;216384;221931;41.7573;43248;11.6053;13428;0;0.65;0;0;0;0;-3316;0;0;0;14864;57864;2
13/03/2012;23:45;19442;19.6773;10.2667;216971;223499;41.3467;43.2293;11524;13184;0;0.65;0;0;0;0;-3.18533;0;0;0;14.6387;57.7173;2
14/03/2012;00:00;19.3327;19526;10;217835;223381;41432;43.1573;11.6053;13.0207;0;0.65;0;0;0;0;-3.25067;0;0;0;14.4433;57.5627;2.06667
14/03/2012;00:15;19238;19.3733;9.46667;219115;223637;41.0427;43.16;11.6053;13.5413;0;0.65;0;0;0;0;-3316;0;0;0;14.2667;57472;3
14/03/2012;00:30;19.0933;19.2087;9;219.2;225131;41.0133;43152;11524;13.1027;0;738;0;0;0;0;-3.44667;0;0;0;13.9887;57.7253;3
14/03/2012;00:45;18962;19.0527;9;221493;227509;41152;43.1573;11524;13.2653;0;0.65;0;0;0;0;-3.44667;0;0;0;13.7673;58.3413;3
14/03/2012;01:00;18.8533;18.8973;9;222229;226208;41152;43.24;11.5073;12.4353;0;0.65;0;0;0;0;-3.18533;0;0;0;13.6213;58496;3
14/03/2012;01:15;18.7267;18734;9;222155;226091;41.0427;43.2613;11.6867;13.6387;0;0.65;0;0;0;0;-3.18533;0;0;0;13522;58.1013;3
14/03/2012;01:30;18.6073;18.5833;9;222741;225301;40.9627;43.2187;11524;13.2;0;0.65;0;0;0;0;-3.18533;0;0;0;13.3787;57.44;3
14/03/2012;01:45;18.5007;18.4167;9;221515;225237;40708;43.1653;11.7847;13428;0;0.65;0;0;0;0;-3.38133;0;0;0;13.1973;57.5707;3
14/03/2012;02:00;18.36;18.2727;8.86667;222304;226.56;40.6213;43.16;11.7033;13.1993;0;0.65;0;0;0;0;-3316;0;0;0;12.9067;57.4293;3
14/03/2012;02:15;18.2387;18.0973;8;222411;227211;40712;43.16;11.6867;13.5093;0;0.65;0;0;0;0;-3.12;0;0;0;12.6573;57.3867;3
14/03/2012;02:30;18.09;17.9533;8;222.08;225.6;40.6547;43.16;11.7847;13184;0;0.65;0;0;0;0;-3316;0;0;0;12.5453;57.3787;3
14/03/2012;02:45;17.9553;17.8173;8.4;222432;225355;40672;43176;11.4427;13.8013;0;694;0;0;0;0;-3.12;0;0;0;12398;57.3493;3
14/03/2012;03:00;17.8333;17654;7.8;221.12;222795;40676;43.1653;11768;13428;0;0.65;0;0;0;0;-3.18533;0;0;0;12.29;56.8533;3
14/03/2012;03:15;17.7047;17.5153;7;220853;220747;40488;43104;11524;13.3467;0;0.65;168;0;0;0;-3.18533;0;0;0;12176;56.6053;3
14/03/2012;03:30;17.5733;17.3267;7;218784;216928;40.3333;42872;11.7847;13.3467;0;0.65;508;0;0;0;-3.10733;0;0;0;12.1367;56.2693;3
14/03/2012;03:45;17.4713;17.1553;7;216373;217216;40.4413;42.8507;11.6053;13.2653;0;0.65;0.0413333;0;0;0;-3.25067;0;0;0;12072;56.0453;3
14/03/2012;04:00;17.3667;17.0253;7;216043;215957;40.4253;42.8933;11.9473;13428;0;0.65;0;0;0;0;-3.12;0;0;0;11.9873;55984;3
14/03/2012;04:15;17268;16894;7;214187;215392;40372;42856;11622;13428;0;0.65;0.230667;0;0;0;-3.18533;0;0;0;11.9167;56.0373;3
14/03/2012;04:30;17126;16.7433;7;213003;213781;40.3133;42752;11.7847;13.1027;0;0.65;0.663333;0;0;0;-3.17267;0;0;0;11.8633;56.0667;3
14/03/2012;04:45;16.9933;16608;7;212619;213419;40312;42648;11.6053;12.7607;0;0.65;1298;0;0;0;-3.25067;0;0;0;11836;56.1867;3
14/03/2012;05:00;16904;16.4307;6.66667;211168;212672;40.3413;42672;11.6053;13.2653;0;0.65;706;0;0;0;-3.25067;0;0;0;11.7567;56104;3
14/03/2012;05:15;16.83;16.2933;6;211317;212992;40376;42776;11622;13428;0;0.65;0;0;0;0;-3.12;0;0;0;11.6907;56.0907;3
14/03/2012;05:30;16.7333;16174;6.13333;211.2;213856;40372;42.8667;11866;13.3467;0;782;0;0;0;0;-3.12;0;0;0;11.5713;56.4747;3
14/03/2012;05:45;16.61;16036;6.8;210304;214005;40.4253;42.9387;11768;13.3467;0;2.54133;0;0;0;0;-3.18533;0;0;0;11.3687;57.0773;3
14/03/2012;06:00;16504;15.9227;7;210571;214229;40.48;42.9787;11524;13672;0;66166;0;0;0;0;-3.18533;0;0;0;11.2627;56.8853;3
14/03/2012;06:15;16.3927;15.8607;6.06667;211072;214197;40.4373;43016;11.6053;13.8507;0;499723;0;0;0;0;-2.19667;0;0;0;11.1727;56.9093;3
14/03/2012;06:30;16282;15.74;6;211093;214496;40448;43.0747;11.6053;19.6253;0;611.84;0;150528;2042.88;738304;6454;0;0;0;11.1;56.9573;3
14/03/2012;06:45;16178;15.6427;6;211467;217077;40.44;43.0853;20.0447;23.44;0;612651;0;4107.26;22017;7059.8;32.7267;0;0;0;11.03;57088;3
14/03/2012;07:00;16.1087;15.5307;6;213557;219.68;40.4507;43.0507;21328;23.44;0;614507;0;7877.63;43632;16936.3;72.7547;0;0;0;11;56.8347;3
14/03/2012;07:15;16.0233;15.4753;6;215221;218187;40348;42904;21.4893;23.5507;0;616085;0.127333;9734.14;54998.4;26204.8;116608;0;0;0;11.09;56.12;3
14/03/2012;07:30;15.99;15.3773;6.33333;215093;217739;40508;42.84;21.5073;23.44;0;617408;0;11285.8;62906.4;35655.7;164304;0;0;0;11.2253;55.3573;3
14/03/2012;07:45;15.96;15.6793;7;215424;216928;40556;42064;21.3453;26528;0;618773;0;12533.8;69208.7;44455.3;214869;0;0;0;11.4613;54.4987;3
14/03/2012;08:00;15.97;16.2273;7.66667;215509;218464;40.6867;41116;21166;38.3507;0;619413;0;13487.4;72149.7;51937.3;264331;0;0;0;11778;53.9627;3
14/03/2012;08:15;15.9967;16.6473;9;215488;218475;40.7867;40.5907;21246;49.1547;0;620139;0;14361.3;74227.7;59392;313227;0;0;0;12.1447;54224;3
14/03/2012;08:30;16038;17.0253;9.2;215872;219392;40868;40.2613;27.3667;65.44;0;620821;0;15451.5;75502.9;67114.3;361685;0;0;0;12.57;55.1733;3
14/03/2012;08:45;16.1227;17.3987;9.73333;215211;219531;40.9867;39.98;32492;83.0133;0;621547;0;17179.3;75882.5;73408.5;406677;0;0;0;13.0093;56.2373;3
14/03/2012;09:00;16246;17.7927;10;216181;220523;40.9;39.62;41516;107493;0;622357;0;18683.9;76455.9;79055.5;449.92;0;0;0;13.4953;56.9333;3
14/03/2012;09:15;16.4007;18.2633;11.6;215413;220779;40.6547;39.2147;41.4173;112.56;0;622656;192;17724.8;78654.1;84863.7;495829;0;0;0;14.0053;56792;3
14/03/2012;09:30;16.6693;18712;13.6667;216811;233909;40.2733;38.5987;49.7333;128923;0;623083;174;15824.9;75707.7;89205.4;533163;0;0;0;14.52;55752;3
14/03/2012;09:45;16.9007;19.2667;15;218272;230624;40172;37.8773;51.9147;140.64;0;623211;0.440667;14361.9;72237.1;93743.8;574272;0;0;0;15106;55.08;3
14/03/2012;10:00;17.1213;19.8067;15.6667;219808;228.32;40.1813;37096;51.5707;142944;0;624.32;0.764667;13043;67125.2;95660.7;612971;0;0;0;15.6;54.1627;3
14/03/2012;10:15;17.3767;20.3413;17;221.44;228448;40.22;36.3373;53.9013;143.2;0;624.32;392;11896.1;58480;95649.8;641.6;0;0;0;16.0653;53416;3
14/03/2012;10:30;17.7033;20.8453;17.6667;225109;262859;40.3733;36.7587;81.6827;128155;0;624.32;0.909333;11179.3;48507.6;95584.3;667733;0;0;0;16586;52.92;3
14/03/2012;10:45;18096;21452;19;232331;396096;40.4653;39972;81.4827;113429;0;623979;1.20267;10685.4;36554.1;95518.7;692011;0;0;0;17142;52.8747;3
14/03/2012;11:00;18.4513;21788;19;238752;436309;40832;40688;81.7413;114.24;0;623467;1.49733;10157.1;25960.4;95475;718251;0;0;0;17636;52696;3
14/03/2012;11:15;18.76;21836;19;243904;448469;41.0307;41.2693;81.6613;112.64;0;623.04;1868;9640.96;19033.4;95425.9;741.12;0;0;0;18.03;52.0427;3
14/03/2012;11:30;19122;21.6173;19;267189;301.28;41836;39.4267;81.4213;142.56;0;623.04;1.93467;9411.58;15601;95431.3;754987;0;0;0;18.3747;52.0773;3
14/03/2012;11:45;19546;21424;19;283349;265952;42432;40624;81424;141.68;0;622656;2028;9777.15;13444.4;95382.2;763.52;0;0;0;18.6873;52.4213;3
14/03/2012;12:00;20.0367;21.6;19;322869;310432;43.0747;41.4853;81.4827;139797;0;622.4;1992;11366.1;11158.2;95354.9;771627;0;0;0;18.9767;52688;3
14/03/2012;12:15;20.4673;21.8587;19.7333;357781;384448;42.1147;41824;81.6613;123637;0;622144;2.25667;14368.8;10135.6;95311.2;776619;0;0;0;19248;53.16;3
14/03/2012;12:30;20832;22.0573;19.4667;396843;472277;42.1467;42.1573;81.4427;116672;0;622229;1.81;18976.8;10092.5;95344;775253;0;0;0;19.5893;53.3893;3
14/03/2012;12:45;21216;22.1907;19;445248;475051;42.4773;42.6587;81.3227;112496;0;622.4;2034;26528.4;9640.96;95354.9;771456;0;0;0;19.9793;53.2213;3
14/03/2012;13:00;21.6253;22.34;19;445803;472363;44.2933;43472;81.2613;112496;0;622101;1952;37169.8;9017.34;95278.4;762795;0;0;0;20274;53.2027;3
14/03/2012;13:15;21.8947;22.4707;19;428928;438592;43.0907;43312;81.3413;112411;0;621.76;1.90133;49610.8;8759.3;95300.3;749952;0;0;0;20.5307;53112;3
14/03/2012;13:30;22.1773;22.62;19.1333;436117;445824;43.2027;43472;80.9227;112581;0;621461;2008;62794.4;8902.66;95163.7;731392;0;0;0;20.88;53008;3
14/03/2012;13:45;22.3373;22624;19.7333;401237;421611;43.0427;43.6587;81.1013;94976;0;620.48;2.08933;72485.5;8967.17;91799.6;712491;0;0;0;21.2107;52.6907;3
14/03/2012;14:00;22.4733;22692;20;378453;356352;42.8373;43.6027;81.0827;82.88;0;620.48;1.63933;81002.5;9053.18;86911.7;686507;0;0;0;21.5027;52288;3
14/03/2012;14:15;22612;22.7347;20;352171;306848;43.0427;43.3333;64.8453;82.8;0;620352;1872;88124.1;9218.05;81589.6;657472;0;0;0;21844;51784;3
14/03/2012;14:30;22.7813;22.78;20;308576;297813;43.7227;43.2533;51416;62.1467;0;619.84;1.82067;91045.9;9447.42;75524.8;627.84;0;0;0;22196;50.8;3
14/03/2012;14:45;22912;22816;20;292971;276523;43672;43.1067;50.6347;52.5893;0;619.84;1.96067;93498;9784.32;68381.4;594283;0;0;0;22.3693;49.4987;3
14/03/2012;15:00;22992;22.8213;20;277387;260256;43.4987;43.0213;41.9733;45.0453;0;619328;1782;93066.6;9992.19;60907.5;558443;0;0;0;22.32;48.1893;3
14/03/2012;15:15;23088;22808;20;263808;248853;43064;42.8987;38.6867;39.6987;0;619.2;2.03067;91258.9;9612.29;52974.9;518827;0;0;0;22136;46432;3
14/03/2012;15:30;23148;22776;20;243435;243765;42.0827;42624;31.0453;32.0533;0;618816;1.84467;92160;8673.28;44761.1;476373;0;0;0;21.8853;45.1947;3
14/03/2012;15:45;23164;22.7347;20;232693;237589;41124;42224;23004;22604;0;618603;2.00933;91930.6;7985.15;36319.2;431253;0;0;0;21.5827;44.3787;3
14/03/2012;16:00;23132;22.6907;19.8667;224021;233.12;40.4133;41952;20.8053;23388;0;618.56;1.56;88861.4;7533.57;27955.2;383637;0;0;0;21.2467;44.2373;3
14/03/2012;16:15;23128;22608;19;219.52;229899;39.9333;41664;20742;22.9467;0;618.56;1636;88479.1;7347.2;21349;334421;0;0;0;20.9627;44.0347;3
14/03/2012;16:30;23.0627;22.5613;19;216501;226869;39.2667;41.5227;20.9027;23.1093;0;618091;1498;82580.8;7081.98;16311.6;285024;0;0;0;20.6947;43544;3
14/03/2012;16:45;22996;22484;19;216619;221515;38.8173;41.48;20.6607;22.9813;0;617.92;1782;78711.5;6773.76;12907.9;234805;0;0;0;20.4427;43.4693;3
14/03/2012;17:00;22.9333;22.3867;19;213557;219349;38384;41.0613;20562;23144;0;617323;1246;70421.2;6207.49;10277.9;184949;0;0;0;20.1167;43048;3
14/03/2012;17:15;22.8213;22.2987;19;211445;217483;37.8173;40.8947;20822;22604;0;616811;1578;48251.2;4652.03;7182.34;116075;0;0;0;19.8167;43.36;3
14/03/2012;17:30;22716;22.1787;18.8;210795;215936;37912;40776;20.9213;22.9467;0;615573;1254;2788.35;2386.94;1978.37;24.2627;0;0;0;19.5533;44864;3
14/03/2012;17:45;22.5893;22064;18.2667;209877;214325;39.0733;40.9387;20.6607;22.7027;0;614464;1.41867;2085.89;1734.66;1526.78;15.6347;0;0;0;19.3293;48.3867;3
14/03/2012;18:00;22484;21952;18;209483;212544;40848;41.44;11328;22.0213;0;613973;0.780667;1103.87;473088;451584;5.62067;0;0;0;19.1287;51.8347;3
14/03/2012;18:15;22.3813;21.8613;18;210315;213035;42.32;42048;11328;13.46;0;585813;0.650667;0;0;0;-2.58867;0;0;0;18.9267;54.5067;3
14/03/2012;18:30;22.2627;21.74;17.3333;209984;211371;43.6133;42.7947;11622;12.8587;0;111133;1.11733;0;0;0;-3.64267;0;0;0;18.7113;56.8587;3
14/03/2012;18:45;22156;21624;16;210101;210581;44.5493;43.52;11.23;13.1993;0;3772;0.821333;0;0;0;-3708;0;0;0;18.4533;58408;3
14/03/2012;19:00;22044;21496;16;210304;210507;45.2853;44056;11426;12.94;0;738;0.563333;0;0;0;-3.77333;0;0;0;18.2053;59.5707;3
14/03/2012;19:15;21.92;21.3867;16;209835;210187;45816;44496;11.6053;13004;0;0.65;0.08;0;0;0;-3.77333;0;0;0;17.9927;60184;3
14/03/2012;19:30;21.82;21.2507;16;210581;210805;46.2747;44944;11328;13.3787;0;0.65;52;0;0;0;-3512;0;0;0;17.7647;61.1787;3
14/03/2012;19:45;21.6973;21.1293;14.5333;209835;211136;46184;45056;11.6867;13.2813;0;0.65;564;0;0;0;-3512;0;0;0;17.5673;62488;3
14/03/2012;20:00;21.5627;21028;14;209728;210496;46.9147;45.6667;11.3447;13004;0;0.65;0;0;0;0;-3708;0;0;0;17.3913;62.7653;3
14/03/2012;20:15;21.4453;20896;14;210101;211723;47.2987;45.8693;11426;13.0213;0;0.65;0;0;0;0;-3.64267;0;0;0;17.2;63056;3
14/03/2012;20:30;21304;20816;14;210016;211019;47.3067;46.0667;11.6867;13.1833;0;0.65;0;0;0;0;-3.77333;0;0;0;16996;62.96;3
14/03/2012;20:45;21.18;20.6813;14;210.4;211616;45.8533;45.4533;11328;12.94;0;0.65;0.48;0;0;0;-3.57733;0;0;0;16.8393;64.6267;3
14/03/2012;21:00;21.04;20572;12.5333;210507;212.48;45.2;45488;11524;13.2967;0;0.65;0.783333;0;0;0;-3.77333;0;0;0;16684;65.1147;3
14/03/2012;21:15;20.8987;20.4173;12;211072;214091;44824;45.5253;11.6867;13184;0;0.65;0.986667;0;0;0;-3708;0;0;0;16514;65.7627;3
14/03/2012;21:30;20.7747;20308;12;211264;213749;44.8347;45.6133;11426;12.5167;0;0.65;576;0;0;0;-3708;0;0;0;16.3467;65.6587;3
14/03/2012;21:45;20652;20.1407;12;212085;214261;45.8827;46232;11.6867;13.3627;0;0.65;218;0;0;0;-3.25067;0;0;0;16166;65.2187;3
14/03/2012;22:00;20532;19.9987;12;212384;214229;46352;46.4693;11.6053;12.8587;0;0.65;0.0386667;0;0;0;-3316;0;0;0;16.0053;65.2773;3
14/03/2012;22:15;20.4067;19.9033;12;211733;213739;46.5333;46752;11426;13.6067;0;0.65;0;0;0;0;-3.57733;0;0;0;15.8253;65.1707;3
14/03/2012;22:30;20264;19.7833;12;212235;214496;45.9653;46.5893;11.6053;13.1027;0;0.65;0;0;0;0;-3.57733;0;0;0;15.6493;65072;3
14/03/2012;22:45;20136;19658;11.4667;212064;214357;45736;46.8933;11426;13184;0;0.65;0;0;0;0;-3.57733;0;0;0;15.4293;64.3813;3
14/03/2012;23:00;20.0227;19.52;11;212.32;214432;44936;46.7413;11524;13.0213;0;0.65;0;0;0;0;-3512;0;0;0;15.0953;63.3573;3
14/03/2012;23:15;19866;19.4027;10.0667;212651;215979;44.2427;46.4053;11.6867;12842;0;0.65;0;0;0;0;-3.18533;0;0;0;14.9067;64584;3
14/03/2012;23:30;19.7607;19.3573;9.66667;212.96;215787;43.3253;45.7573;11.6053;13444;0;0.65;0;0;0;0;-3.38133;0;0;0;14.7893;64.9653;3
14/03/2012;23:45;19.8147;19.5787;9;213205;215125;41.4853;45;11.7033;13.0207;0;0.65;0;0;0;0;-3.25067;0;0;0;14.66;64.7307;3
15/03/2012;00:00;19.8147;19672;9;212683;216309;41104;44.64;11.4427;13.2653;0;0.65;0;0;0;0;-3.38133;0;0;0;14.4187;64304;3.06667
15/03/2012;00:15;19.7553;19.7;9;212907;217.44;40976;44256;11.4427;12.9393;0;0.65;0;0;0;0;-3.38133;0;0;0;14208;63.7627;4
15/03/2012;00:30;19.6867;19.7033;9;213845;217568;40896;43.9893;11.6867;13.3467;0;0.65;0;0;0;0;-3316;0;0;0;13.9453;63152;4
15/03/2012;00:45;19.5833;19684;9;214667;218891;40816;43752;11.6053;12.94;0;0.65;36;0;0;0;-3.38133;0;0;0;13.6507;62.3547;4
15/03/2012;01:00;19482;19648;8.66667;215915;220672;40.7413;43.5173;11524;13.8173;0;0.65;426;0;0;0;-3.25067;0;0;0;13.3473;61.8907;4
15/03/2012;01:15;19.3353;19.55;8;216821;219328;40.7107;43.2747;11.7033;13704;0;0.65;1.09733;0;0;0;-3.25067;0;0;0;13.1267;61864;4
15/03/2012;01:30;19.2267;19.4333;8;216715;217259;40.66;43.2133;11.6053;13.3467;0;1354;0.420667;0;0;0;-3.25067;0;0;0;12918;65.3653;4
15/03/2012;01:45;19.1367;19382;8.53333;215851;215157;40596;43272;11.7033;13.3467;0;1926;326;0;0;0;-3042;0;0;0;12.76;68.5467;4
15/03/2012;02:00;19.05;19.3153;9;214.56;214048;40.5893;43424;11524;13.2653;0;1926;36;0;0;0;-3.12;0;0;0;12668;69.3893;4
